"name","patients_seen_in_four_hours","attendances_at_ane","emergency_admissions_via_type_1_ae","analysisdate"
"The Queen Elizabeth Hospital King'S Lynn NHS Trust",97.8,926,236,"2010.12.05"
"West Hertfordshire Hospitals NHS Trust",93.1,1471,326,"2010.12.05"
"West Suffolk Hospitals NHS Trust",96.2,913,293,"2010.12.05"
"Barking, Havering And Redbridge Hospitals NHS Trust",84.4,3177,967,"2010.12.05"
"Barnet And Chase Farm Hospitals NHS Trust",97.3,2895,628,"2010.12.05"
"Barts And The London NHS Trust",93.9,2291,482,"2010.12.05"
"Chelsea And Westminster Hospital NHS Foundation Trust",96.4,2266,317,"2010.12.05"
"Croydon Health Services NHS Trust",98.3,1974,457,"2010.12.05"
"Ealing Hospital NHS Trust",97,1455,425,"2010.12.05"
"Epsom And St Helier University Hospitals NHS Trust",94.3,2292,675,"2010.12.05"
"Guy'S And St Thomas' NHS Foundation Trust",95.2,2440,638,"2010.12.05"
"Homerton University Hospital NHS Foundation Trust",96.4,1439,289,"2010.12.05"
"Imperial College Healthcare NHS Trust",94.5,2448,770,"2010.12.05"
"King'S College Hospital NHS Foundation Trust",96.2,2287,456,"2010.12.05"
"Kingston Hospital NHS Trust",96.9,1813,309,"2010.12.05"
"Lewisham Healthcare NHS Trust",98.3,2085,406,"2010.12.05"
"Newham University Hospital NHS Trust",97.3,1353,455,"2010.12.05"
"North Middlesex University Hospital NHS Trust",96.5,2085,292,"2010.12.05"
"North West London Hospitals NHS Trust",91,3463,671,"2010.12.05"
"Royal Free Hampstead NHS Trust",96.9,1707,342,"2010.12.05"
"South London Healthcare NHS Trust",84.2,2895,714,"2010.12.05"
"St George'S Healthcare NHS Trust",96.7,2110,610,"2010.12.05"
"The Hillingdon Hospital NHS Trust",92.4,1588,495,"2010.12.05"
"The Whittington Hospital NHS Trust",97.1,1831,372,"2010.12.05"
"University College London Hospitals NHS Foundation Trust",98.9,1960,295,"2010.12.05"
"West Middlesex University Hospital NHS Trust",97,1991,354,"2010.12.05"
"Whipps Cross University Hospital NHS Trust",89,1936,590,"2010.12.05"
"Ashford And St Peter'S Hospitals NHS Trust",94.3,1720,506,"2010.12.05"
"Brighton And Sussex University Hospitals NHS Trust",96.5,2407,627,"2010.12.05"
"Dartford And Gravesham NHS Trust",85.9,1464,407,"2010.12.05"
"East Kent Hospitals University NHS Foundation Trust",91.8,2205,637,"2010.12.05"
"East Sussex Hospitals NHS Trust",93.7,1712,461,"2010.12.05"
"Frimley Park Hospital NHS Foundation Trust",97,1662,470,"2010.12.05"
"Maidstone And Tunbridge Wells NHS Trust",96.1,1727,583,"2010.12.05"
"Medway NHS Foundation Trust",96.2,1274,243,"2010.12.05"
"Royal Surrey County Hospital NHS Foundation Trust",86.6,1117,308,"2010.12.05"
"Surrey And Sussex Healthcare NHS Trust",69.2,764,371,"2010.12.05"
"Western Sussex Hospitals NHS Trust",98.8,2223,675,"2010.12.05"
"Basingstoke And North Hampshire NHS Foundation Trust",98.8,724,207,"2010.12.05"
"Buckinghamshire Hospitals NHS Trust",97.7,2043,402,"2010.12.05"
"Heatherwood And Wexham Park Hospitals NHS Foundation Trust",91.4,1738,467,"2010.12.05"
"Isle Of Wight NHS Primary Care Trust",97,662,148,"2010.12.05"
"Milton Keynes Hospital NHS Foundation Trust",90.7,1333,275,"2010.12.05"
"Oxford Radcliffe Hospitals NHS Trust",84.7,2085,573,"2010.12.05"
"Poole Hospital NHS Foundation Trust",97.9,1118,352,"2010.12.05"
"Portsmouth Hospitals NHS Trust",89.7,1674,604,"2010.12.05"
"Royal Berkshire NHS Foundation Trust",94.6,1437,322,"2010.12.05"
"Southampton University Hospitals NHS Trust",90.3,1694,386,"2010.12.05"
"Winchester And Eastleigh Healthcare NHS Trust",95.3,768,237,"2010.12.05"
"Dorset County Hospital NHS Foundation Trust",98.6,637,209,"2010.12.05"
"Gloucestershire Hospitals NHS Foundation Trust",85.1,2194,730,"2010.12.05"
"Great Western Hospitals NHS Foundation Trust",96.8,1239,309,"2010.12.05"
"North Bristol NHS Trust",96.6,1217,321,"2010.12.05"
"Northern Devon Healthcare NHS Trust",97.8,636,229,"2010.12.05"
"Plymouth Hospitals NHS Trust",93.2,1562,431,"2010.12.05"
"Royal Cornwall Hospitals NHS Trust",98.8,1160,381,"2010.12.05"
"Royal Devon And Exeter NHS Foundation Trust",95.3,1709,484,"2010.12.05"
"Royal United Hospital Bath NHS Trust",99.3,1205,473,"2010.12.05"
"Salisbury NHS Foundation Trust",96.4,742,226,"2010.12.05"
"South Devon Healthcare NHS Foundation Trust",99.5,1296,447,"2010.12.05"
"Taunton And Somerset NHS Foundation Trust",96.2,906,282,"2010.12.05"
"The Royal Bournemouth & Christchurch Hospitals NHS Foundation Trust",99.6,815,378,"2010.12.05"
"University Hospitals Of Bristol NHS Foundation Trust",93.9,1748,518,"2010.12.05"
"Weston Area Health NHS Trust",91.9,860,187,"2010.12.05"
"Yeovil District Hospital NHS Foundation Trust",94.5,780,248,"2010.12.05"
"City Hospitals Sunderland NHS Foundation Trust",94.1,1074,429,"2010.11.28"
"County Durham And Darlington NHS Foundation Trust",98.3,2120,696,"2010.11.28"
"Gateshead Health NHS Foundation Trust",97.5,1096,274,"2010.11.28"
"North Tees And Hartlepool NHS Foundation Trust",98,1666,354,"2010.11.28"
"Northumbria Healthcare NHS Foundation Trust",99,2383,876,"2010.11.28"
"South Tees Hospitals NHS Foundation Trust",98.8,2034,530,"2010.11.28"
"South Tyneside NHS Foundation Trust",99.1,964,284,"2010.11.28"
"The Newcastle Upon Tyne Hospitals NHS Foundation Trust",96.6,1700,325,"2010.11.28"
"Aintree University Hospitals NHS Foundation Trust",100,1542,468,"2010.11.28"
"Alder Hey Children’S NHS Foundation Trust",97.6,1165,469,"2010.11.28"
"Blackpool, Fylde And Wyre Hospitals NHS Foundation Trust",94.8,1381,332,"2010.11.28"
"Central Manchester University Hospitals NHS Foundation Trust",94.8,3493,697,"2010.11.28"
"Countess Of Chester Hospital NHS Foundation Trust",95.9,1168,348,"2010.11.28"
"East Cheshire NHS Trust",96.6,814,254,"2010.11.28"
"East Lancashire Hospitals NHS Trust",96.7,910,608,"2010.11.28"
"Lancashire Teaching Hospitals NHS Foundation Trust",97.6,2182,440,"2010.11.28"
"Mid Cheshire Hospitals NHS Foundation Trust",95.2,1077,457,"2010.11.28"
"North Cumbria Acute Hospitals NHS Trust",98.9,1186,272,"2010.11.28"
"Pennine Acute Hospitals NHS Trust",93.6,5491,1409,"2010.11.28"
"Royal Bolton Hospital NHS Foundation Trust",96.8,1968,347,"2010.11.28"
"Royal Liverpool And Broadgreen University Hospitals NHS Trust",95.6,1609,592,"2010.11.28"
"Salford Royal NHS Foundation Trust",98.1,1595,471,"2010.11.28"
"Southport And Ormskirk Hospital NHS Trust",97.4,890,263,"2010.11.28"
"St Helens And Knowsley Hospitals NHS Trust",96.5,1552,526,"2010.11.28"
"Stockport NHS Foundation Trust",97.2,1518,409,"2010.11.28"
"Tameside Hospital NHS Foundation Trust",97.6,1344,366,"2010.11.28"
"Trafford Healthcare NHS Trust",95.6,663,149,"2010.11.28"
"University Hospital Of South Manchester NHS Foundation Trust",94.9,1577,559,"2010.11.28"
"University Hospitals Of Morecambe Bay NHS Trust",97.9,1606,430,"2010.11.28"
"Warrington And Halton Hospitals NHS Foundation Trust",95.9,1474,442,"2010.11.28"
"Wirral University Teaching Hospital NHS Foundation Trust",96.9,1620,515,"2010.11.28"
"Wrightington, Wigan And Leigh NHS Foundation Trust",99.8,1661,436,"2010.11.28"
"Airedale NHS Trust",98.6,981,242,"2010.11.28"
"Barnsley Hospital NHS Foundation Trust",99.1,1356,301,"2010.11.28"
"Bradford Teaching Hospitals NHS Foundation Trust",96,2319,571,"2010.11.28"
"Calderdale And Huddersfield NHS Foundation Trust",96.9,2506,623,"2010.11.28"
"Doncaster And Bassetlaw Hospitals NHS Foundation Trust",97,2429,576,"2010.11.28"
"Harrogate And District NHS Foundation Trust",98.5,733,171,"2010.11.28"
"Hull And East Yorkshire Hospitals NHS Trust",96.3,2096,655,"2010.11.28"
"Leeds Teaching Hospitals NHS Trust",93,3909,1459,"2010.11.28"
"Mid Yorkshire Hospitals NHS Trust",89.3,3548,995,"2010.11.28"
"Northern Lincolnshire And Goole Hospitals NHS Foundation Trust",94.8,2027,455,"2010.11.28"
"Scarborough And North East Yorkshire Healthcare NHS Trust",98.4,681,146,"2010.11.28"
"Sheffield Children'S NHS Foundation Trust",98,942,123,"2010.11.28"
"Sheffield Teaching Hospitals NHS Foundation Trust",96.1,2059,486,"2010.11.28"
"The Rotherham NHS Foundation Trust",98.9,1382,332,"2010.11.28"
"York Hospitals NHS Foundation Trust",98.2,1304,294,"2010.11.28"
"Chesterfield Royal Hospital NHS Foundation Trust",98.1,1177,345,"2010.11.28"
"Derby Hospitals NHS Foundation Trust",95.3,2119,654,"2010.11.28"
"Kettering General Hospital NHS Foundation Trust",98.3,1261,373,"2010.11.28"
"Northampton General Hospital NHS Trust",92.2,1234,309,"2010.11.28"
"Nottingham University Hospitals NHS Trust",96,2943,798,"2010.11.28"
"Sherwood Forest Hospitals NHS Foundation Trust",97.8,1483,433,"2010.11.28"
"United Lincolnshire Hospitals NHS Trust",96.7,2905,733,"2010.11.28"
"University Hospitals Of Leicester NHS Trust",90.7,2876,887,"2010.11.28"
"Birmingham Children'S Hospital NHS Foundation Trust",96.6,1102,293,"2010.11.28"
"Burton Hospitals NHS Foundation Trust",98.3,1132,335,"2010.11.28"
"George Eliot Hospital NHS Trust",98.2,1174,248,"2010.11.28"
"Heart Of England NHS Foundation Trust",92.1,4259,976,"2010.11.28"
"Hereford Hospitals NHS Trust",92.9,805,217,"2010.11.28"
"Mid Staffordshire NHS Foundation Trust",93.9,986,300,"2010.11.28"
"Sandwell And West Birmingham Hospitals NHS Trust",96.6,3325,739,"2010.11.28"
"Shrewsbury And Telford Hospital NHS Trust",92.5,1626,397,"2010.11.28"
"South Warwickshire NHS Foundation Trust",98.5,938,242,"2010.11.28"
"The Dudley Group Of Hospitals NHS Foundation Trust",99.5,1833,522,"2010.11.28"
"The Royal Wolverhampton Hospitals NHS Trust",99.4,1768,306,"2010.11.28"
"University Hospital Birmingham NHS Foundation Trust",97.5,1466,465,"2010.11.28"
"University Hospital Of North Staffordshire NHS Trust",96.6,1870,666,"2010.11.28"
"University Hospitals Coventry And Warwickshire NHS Trust",99,2635,814,"2010.11.28"
"Walsall Hospitals NHS Trust",96.9,1364,299,"2010.11.28"
"Worcestershire Acute Hospitals NHS Trust",94.9,2176,626,"2010.11.28"
"Basildon And Thurrock University Hospitals NHS Foundation Trust",98.7,1874,281,"2010.11.28"
"Bedford Hospital NHS Trust",99.3,1176,305,"2010.11.28"
"Cambridge University Hospitals NHS Foundation Trust",96.3,1692,597,"2010.11.28"
"Colchester Hospital University NHS Foundation Trust",99,1243,355,"2010.11.28"
"East And North Hertfordshire NHS Trust",97.5,2306,548,"2010.11.28"
"Hinchingbrooke Healthcare NHS Trust",98.6,649,128,"2010.11.28"
"Ipswich Hospital NHS Trust",97.2,1127,342,"2010.11.28"
"James Paget University Hospitals NHS Foundation Trust",98.5,1103,232,"2010.11.28"
"Luton And Dunstable Hospital NHS Foundation Trust",96.1,1180,425,"2010.11.28"
"Mid Essex Hospital Services NHS Trust",93.1,1327,519,"2010.11.28"
"Norfolk And Norwich University Hospitals NHS Foundation Trust",98.5,1494,496,"2010.11.28"
"Peterborough And Stamford Hospitals NHS Foundation Trust",96,1113,352,"2010.11.28"
"Southend University Hospital NHS Foundation Trust",97.9,1638,399,"2010.11.28"
"The Princess Alexandra Hospital NHS Trust",95.7,1602,471,"2010.11.28"
"The Queen Elizabeth Hospital King'S Lynn NHS Trust",97.1,912,278,"2010.11.28"
"West Hertfordshire Hospitals NHS Trust",89.5,1460,350,"2010.11.28"
"West Suffolk Hospitals NHS Trust",98.5,951,300,"2010.11.28"
"Barking, Havering And Redbridge Hospitals NHS Trust",90.4,3363,1007,"2010.11.28"
"Barnet And Chase Farm Hospitals NHS Trust",96.8,2869,533,"2010.11.28"
"Barts And The London NHS Trust",95.9,2430,519,"2010.11.28"
"Chelsea And Westminster Hospital NHS Foundation Trust",98.9,2315,353,"2010.11.28"
"Croydon Health Services NHS Trust",98.4,2138,463,"2010.11.28"
"Ealing Hospital NHS Trust",96.4,1516,399,"2010.11.28"
"Epsom And St Helier University Hospitals NHS Trust",96.3,2548,641,"2010.11.28"
"Guy'S And St Thomas' NHS Foundation Trust",97.8,2457,648,"2010.11.28"
"Homerton University Hospital NHS Foundation Trust",96.4,1482,319,"2010.11.28"
"Imperial College Healthcare NHS Trust",94.6,2401,888,"2010.11.28"
"King'S College Hospital NHS Foundation Trust",96.2,2331,424,"2010.11.28"
"Kingston Hospital NHS Trust",98.4,1963,314,"2010.11.28"
"Lewisham Healthcare NHS Trust",99.1,2173,374,"2010.11.28"
"Newham University Hospital NHS Trust",97.3,1353,440,"2010.11.28"
"North Middlesex University Hospital NHS Trust",96.7,2308,284,"2010.11.28"
"North West London Hospitals NHS Trust",92.7,3318,699,"2010.11.28"
"Royal Free Hampstead NHS Trust",98.6,1667,342,"2010.11.28"
"South London Healthcare NHS Trust",88.4,3611,771,"2010.11.28"
"St George'S Healthcare NHS Trust",97.5,2282,650,"2010.11.28"
"The Hillingdon Hospital NHS Trust",96.8,1590,468,"2010.11.28"
"The Whittington Hospital NHS Trust",97.5,1938,370,"2010.11.28"
"University College London Hospitals NHS Foundation Trust",99.1,2084,292,"2010.11.28"
"West Middlesex University Hospital NHS Trust",98.3,2167,352,"2010.11.28"
"Whipps Cross University Hospital NHS Trust",92.5,1913,578,"2010.11.28"
"Ashford And St Peter'S Hospitals NHS Trust",95.1,1761,472,"2010.11.28"
"Brighton And Sussex University Hospitals NHS Trust",96,2484,663,"2010.11.28"
"Dartford And Gravesham NHS Trust",96.8,1659,434,"2010.11.28"
"East Kent Hospitals University NHS Foundation Trust",95.6,2558,710,"2010.11.28"
"East Sussex Hospitals NHS Trust",94.2,1746,441,"2010.11.28"
"Frimley Park Hospital NHS Foundation Trust",98.3,1754,458,"2010.11.28"
"Maidstone And Tunbridge Wells NHS Trust",96.5,2118,670,"2010.11.28"
"Medway NHS Foundation Trust",99.1,1546,237,"2010.11.28"
"Royal Surrey County Hospital NHS Foundation Trust",95.3,1114,271,"2010.11.28"
"Surrey And Sussex Healthcare NHS Trust",76.8,1084,446,"2010.11.28"
"Western Sussex Hospitals NHS Trust",98.7,2239,706,"2010.11.28"
"Basingstoke And North Hampshire NHS Foundation Trust",97.4,745,203,"2010.11.28"
"Buckinghamshire Hospitals NHS Trust",97.2,1993,382,"2010.11.28"
"Heatherwood And Wexham Park Hospitals NHS Foundation Trust",94.7,1793,527,"2010.11.28"
"Isle Of Wight NHS Primary Care Trust",98.6,621,135,"2010.11.28"
"Milton Keynes Hospital NHS Foundation Trust",90.7,1314,233,"2010.11.28"
"Oxford Radcliffe Hospitals NHS Trust",88.6,1949,528,"2010.11.28"
"Portsmouth Hospitals NHS Trust",90.6,1625,565,"2010.11.28"
"Royal Berkshire NHS Foundation Trust",96.1,1370,286,"2010.11.28"
"Southampton University Hospitals NHS Trust",97.3,1733,394,"2010.11.28"
"Winchester And Eastleigh Healthcare NHS Trust",95,798,201,"2010.11.28"
"Dorset County Hospital NHS Foundation Trust",98.4,642,194,"2010.11.28"
"Gloucestershire Hospitals NHS Foundation Trust",96.7,2078,685,"2010.11.28"
"Great Western Hospitals NHS Foundation Trust",96.3,1202,318,"2010.11.28"
"North Bristol NHS Trust",95.5,1179,330,"2010.11.28"
"Northern Devon Healthcare NHS Trust",96.5,652,251,"2010.11.28"
"Plymouth Hospitals NHS Trust",98.1,1555,438,"2010.11.28"
"Poole Hospital NHS Foundation Trust",98.2,1059,359,"2010.11.28"
"Royal Cornwall Hospitals NHS Trust",96.2,1137,394,"2010.11.28"
"Royal Devon And Exeter NHS Foundation Trust",98,1671,465,"2010.11.28"
"Royal United Hospital Bath NHS Trust",98.9,1209,500,"2010.11.28"
"Salisbury NHS Foundation Trust",97.1,717,237,"2010.11.28"
"South Devon Healthcare NHS Foundation Trust",99.8,1313,441,"2010.11.28"
"Taunton And Somerset NHS Foundation Trust",93.7,975,279,"2010.11.28"
"The Royal Bournemouth & Christchurch Hospitals NHS Foundation Trust",97.8,872,373,"2010.11.28"
"University Hospitals Of Bristol NHS Foundation Trust",96.3,1829,577,"2010.11.28"
"Weston Area Health NHS Trust",95.4,887,200,"2010.11.28"
"Yeovil District Hospital NHS Foundation Trust",95,764,239,"2010.11.28"
"City Hospitals Sunderland NHS Foundation Trust",93.4,1228,491,"2010.11.21"
"County Durham And Darlington NHS Foundation Trust",98.2,2236,701,"2010.11.21"
"Gateshead Health NHS Foundation Trust",99,1157,244,"2010.11.21"
"North Tees And Hartlepool NHS Foundation Trust",98.5,1705,386,"2010.11.21"
"Northumbria Healthcare NHS Foundation Trust",97.8,2659,1010,"2010.11.21"
"South Tees Hospitals NHS Foundation Trust",99,2294,510,"2010.11.21"
"South Tyneside NHS Foundation Trust",98.9,1039,292,"2010.11.21"
"The Newcastle Upon Tyne Hospitals NHS Foundation Trust",95.9,1700,374,"2010.11.21"
"Aintree University Hospitals NHS Foundation Trust",99.7,1500,453,"2010.11.21"
"Alder Hey Children’S NHS Foundation Trust",98,1140,479,"2010.11.21"
"Blackpool, Fylde And Wyre Hospitals NHS Foundation Trust",96.6,1388,295,"2010.11.21"
"Central Manchester University Hospitals NHS Foundation Trust",96.6,3370,668,"2010.11.21"
"Countess Of Chester Hospital NHS Foundation Trust",97.2,1176,329,"2010.11.21"
"East Cheshire NHS Trust",93.8,869,265,"2010.11.21"
"East Lancashire Hospitals NHS Trust",97.2,890,701,"2010.11.21"
"Lancashire Teaching Hospitals NHS Foundation Trust",98.1,2193,431,"2010.11.21"
"Mid Cheshire Hospitals NHS Foundation Trust",97.3,1091,449,"2010.11.21"
"North Cumbria Acute Hospitals NHS Trust",98,1279,294,"2010.11.21"
"Pennine Acute Hospitals NHS Trust",95,5658,1451,"2010.11.21"
"Royal Bolton Hospital NHS Foundation Trust",96.9,1993,357,"2010.11.21"
"Royal Liverpool And Broadgreen University Hospitals NHS Trust",97.8,1649,570,"2010.11.21"
"Salford Royal NHS Foundation Trust",97.8,1584,447,"2010.11.21"
"Southport And Ormskirk Hospital NHS Trust",93,904,274,"2010.11.21"
"St Helens And Knowsley Hospitals NHS Trust",98.1,1647,608,"2010.11.21"
"Stockport NHS Foundation Trust",96.4,1631,448,"2010.11.21"
"Tameside Hospital NHS Foundation Trust",97.7,1401,322,"2010.11.21"
"Trafford Healthcare NHS Trust",92.7,726,158,"2010.11.21"
"University Hospital Of South Manchester NHS Foundation Trust",91.2,1663,594,"2010.11.21"
"University Hospitals Of Morecambe Bay NHS Trust",98,1595,457,"2010.11.21"
"Warrington And Halton Hospitals NHS Foundation Trust",94.7,1541,493,"2010.11.21"
"Wirral University Teaching Hospital NHS Foundation Trust",93.7,1751,537,"2010.11.21"
"Wrightington, Wigan And Leigh NHS Foundation Trust",98.9,1644,465,"2010.11.21"
"Airedale NHS Trust",97.9,960,229,"2010.11.21"
"Barnsley Hospital NHS Foundation Trust",98.4,1398,356,"2010.11.21"
"Bradford Teaching Hospitals NHS Foundation Trust",96.3,2355,604,"2010.11.21"
"Calderdale And Huddersfield NHS Foundation Trust",96.3,2439,627,"2010.11.21"
"Doncaster And Bassetlaw Hospitals NHS Foundation Trust",98.2,2429,495,"2010.11.21"
"Harrogate And District NHS Foundation Trust",98.2,770,182,"2010.11.21"
"Hull And East Yorkshire Hospitals NHS Trust",98.7,2118,635,"2010.11.21"
"Leeds Teaching Hospitals NHS Trust",92.8,3781,1396,"2010.11.21"
"Mid Yorkshire Hospitals NHS Trust",92.2,3719,915,"2010.11.21"
"Northern Lincolnshire And Goole Hospitals NHS Foundation Trust",98,2032,452,"2010.11.21"
"Scarborough And North East Yorkshire Healthcare NHS Trust",98.1,733,199,"2010.11.21"
"Sheffield Children'S NHS Foundation Trust",98.2,1003,144,"2010.11.21"
"Sheffield Teaching Hospitals NHS Foundation Trust",95.8,1970,551,"2010.11.21"
"The Rotherham NHS Foundation Trust",99.1,1444,323,"2010.11.21"
"York Hospitals NHS Foundation Trust",97.5,1302,274,"2010.11.21"
"Chesterfield Royal Hospital NHS Foundation Trust",98.9,1123,324,"2010.11.21"
"Derby Hospitals NHS Foundation Trust",97.8,2069,591,"2010.11.21"
"Kettering General Hospital NHS Foundation Trust",97.6,1234,360,"2010.11.21"
"Northampton General Hospital NHS Trust",95.7,1249,344,"2010.11.21"
"Nottingham University Hospitals NHS Trust",97,2982,761,"2010.11.21"
"Sherwood Forest Hospitals NHS Foundation Trust",95.7,1467,464,"2010.11.21"
"United Lincolnshire Hospitals NHS Trust",93.3,3036,757,"2010.11.21"
"University Hospitals Of Leicester NHS Trust",91.8,2674,858,"2010.11.21"
"Birmingham Children'S Hospital NHS Foundation Trust",95.3,1028,323,"2010.11.21"
"Burton Hospitals NHS Foundation Trust",97.4,1099,344,"2010.11.21"
"George Eliot Hospital NHS Trust",96.6,1218,255,"2010.11.21"
"Heart Of England NHS Foundation Trust",92.4,4217,1346,"2010.11.21"
"Hereford Hospitals NHS Trust",95.6,850,219,"2010.11.21"
